Frequency,Normalized word,Relative Frequency
145051,FATHER,0.0004339381796515492
144713,AWAY,0.0004329270104440137
144437,POLITICAL,0.00043210132197868894
144194,IMPORTANT,0.0004313743571342182
143766,AROUND,0.0004300939416879899
142697,FRIEND,0.00042689589469729346
142289,AFTER,0.00042567531174855246
142282,HOWEVER,0.0004256543703744319
142007,LONG,0.00042483167353398143
141357,POWER,0.00042288711736564405
141264,SINCE,0.0004226088962523281
140937,STAND,0.0004216306349184107
140819,UNTIL,0.00042127762318323555
140731,OFTEN,0.00042101436019429143
138955,HOUR,0.00041570123441741884
138192,AMONG,0.00041341862463827815
135986,LINE,0.00040681910016542846
135774,EVER,0.00040618487569206305
135484,YET,0.00040531730447849714
134910,BAD,0.0004036001118006115
134731,MEMBER,0.0004030646109481001
134203,PRESIDENT,0.0004014850330144353
134104,END,0.00040118886215187314
134102,LOSE,0.0004011828789021244
133706,LAW,0.0003999981954518758
133571,CAR,0.0003995943260938365
133563,INCLUDE,0.00039957039309484153
133133,PAY,0.0003982839943988645
133057,COMMUNITY,0.00039805663090841274
132899,SOCIAL,0.00039758395417826306
132684,CITY,0.00039694075483027454
131489,TEAM,0.0003933657631054081
128737,MEET,0.000385132811451155
127907,ALMOST,0.00038264976280543187
127369,SET,0.00038104026862302337
127331,INFORMATION,0.0003809265868777975
127291,FACE,0.00038080692188282293
127139,NAME,0.0003803521949019194
126760,WHITE,0.000379218369074535
126717,NOTHING,0.00037908972920493725
126660,MINUTE,0.00037891920658709847
126495,LATER,0.0003784255884828282
126428,KID,0.0003782251496162457
126278,RIGHT,0.00037777640588509097
126203,ONCE,0.00037755203401951357
126029,MUCH,0.000377031491291374
126029,CONTINUE,0.000377031491291374
125571,FIVE,0.00037566132709891475
125252,AGO,0.00037470699876399223
125165,BODY,0.0003744467273999225
125006,BACK,0.0003739710590448984
124993,DOOR,0.00037393216792153166
124976,WATCH,0.0003738813102986674
124850,BEST,0.00037350436556449744
124346,LEARN,0.0003719965866278173
124187,REAL,0.0003715209182727933
124039,SEVERAL,0.0003710781577913872
123961,LEAST,0.0003708448110511867
123183,CHANGE,0.0003685173268989306
122789,AROUND,0.0003673386266984307
122691,LEAD,0.0003670454474607429
122140,IDEA,0.0003653970621549677
121921,WHETHER,0.0003647418963074817
121704,LEVEL,0.00036409271370974446
121481,STOP,0.000363425581362761
121354,UNDERSTAND,0.0003630456450037166
120292,ANYTHING,0.00035986853938714075
119825,PUBLIC,0.0003584714505708122
119610,PARENT,0.00035782825122282366
119425,FOLLOW,0.0003572748006210661
119419,CREATE,0.0003572568508718199
119186,TOGETHER,0.00035655980227609284
119125,SUCH,0.00035637731315875653
117851,ART,0.00035256598306881526
117842,ADD,0.00035253905844494595
117804,WAR,0.0003524253766997201
117762,HEALTH,0.00035229972845499677
117700,ONLY,0.0003521142477127861
117358,SPEAK,0.0003510911120057532
116277,RESULT,0.0003478571655165644
116186,SURE,0.0003475849276529972
116100,TEACHER,0.00034732764791380174
115771,OTHERS,0.0003463434033301356
115220,ALREADY,0.0003446950180243604
114904,HISTORY,0.00034374966456406097
114892,ALLOW,0.00034371376506556856
114802,RESEARCH,0.0003434445188268757
114791,OFFICE,0.00034341161095325767
114599,WITHIN,0.00034283721897737955
114569,SPEND,0.00034274747023114863
114094,READ,0.0003413264484158251
114002,MORNING,0.00034105121892738353
113787,WALK,0.000340408019579395
113731,EDUCATION,0.00034024048858643055
113650,PERSON,0.000339998166971607
112962,PARTY,0.0003379399290580437
112426,CHANGE,0.00033633641812538394
111857,OPEN,0.00033463418357187016
111478,WIN,0.0003335003577444857
110409,GIRL,0.00033030231075378933
110409,GUY,0.00033030231075378933
110020,GROW,0.00032913856867766125
109720,MOMENT,0.00032824108121535167
109288,HIMSELF,0.0003269486992696259
108990,LOW,0.00032605719505706505
108421,MAYBE,0.00032435496050355127
108171,EARLY,0.00032360705428495994
108005,FORCE,0.0003231104445558153
107925,ALTHOUGH,0.0003228711145658661
107728,FOOD,0.00032228176446561614
107601,POLICY,0.0003219018281065718
107448,BEFORE,0.0003214441095007939
107447,BOY,0.00032144111787591953
107341,PROCESS,0.0003211240056392368
107285,FOOT,0.0003209564746462724
106879,REMEMBER,0.0003197418749472801
106863,REASON,0.00031969400894929023
106473,OFFER,0.0003185272752482878
106361,BOTH,0.0003181922132623589
105984,TOWARD,0.00031706437068472324
105932,AIR,0.00031690880619125625
105880,ENOUGH,0.00031675324169778925
105559,ACROSS,0.000315792930113118
105155,ACTUALLY,0.00031458431366387446
104122,OFF,0.0003114939651686552
103681,LOVE,0.00031017465859906014
103650,INCLUDING,0.0003100819182279548
103621,SECOND,0.0003099951611065982
103613,OH,0.0003099712281076033
103591,EVERYTHING,0.00030990541236036723
103402,AGE,0.0003093399952591122
103389,YEAH,0.0003093011041357455
103171,ABLE,0.00030864892991313387
102657,MUSIC,0.00030711123472771014
102463,WAIT,0.0003065308595020833
101987,CONSIDER,0.00030510684606188546
101224,HUMAN,0.00030282423628274477
101105,BUY,0.0003024682329226953
100671,APPEAR,0.0003011698677272208
100435,MARKET,0.00030046384425687063
99754,PROBABLY,0.0002984265477174279
99660,SERVE,0.0002981453349792376
98376,DIE,0.00029430408864055264
98106,EXPERIENCE,0.000293496349924474
97937,HOME,0.0002929907653207063
97212,NATION,0.0002908218372867915
97038,COLLEGE,0.00029030129455865196
96933,STAY,0.00028998717394684365
96908,FALL,0.0002899123833249845
96651,BUILD,0.0002891435357322726
96620,INTEREST,0.00028905079536116734
96613,SEND,0.00028902985398704677
96564,USE,0.00028888326436820287
96224,COURSE,0.0002878661119109187
96012,CUT,0.0002872318874375533
95896,SENSE,0.00028688485895212693
95824,PLAN,0.00028666946196117263
95608,SOMEONE,0.00028602327098830975
95566,EXPECT,0.00028589762274358637
95216,EFFECT,0.0002848505540375586
95047,BEHIND,0.00028434496943379085
93222,DEATH,0.0002788852540380743
92970,LOCAL,0.0002781313645697343
92660,KILL,0.00027720396085868104
92643,SUGGEST,0.00027715310323581685
92375,REACH,0.00027635134776948697
91995,DEVELOPMENT,0.0002752145303172282
91323,CLASS,0.0002732041584016548
91319,REMAIN,0.0002731921919021573
90571,SIX,0.00027095445649613214
90392,ECONOMIC,0.00027041895564362074
90301,CONTROL,0.0002701467177800535
89379,VOICE,0.0002673884396458888
89280,REQUIRE,0.0002670922687833266
88930,FORMER,0.0002660452000772988
88862,CARE,0.00026584176958584194
88697,LITTLE,0.0002653481514815717
88666,ROLE,0.00026525541111046636
88574,THANK,0.00026498018162202477
88138,REPORT,0.00026367583317680153
87876,ELSE,0.00026289202745971785
87865,SELL,0.00026285911958609986
87487,MAJOR,0.0002617282853835898
87427,LIGHT,0.0002615487878911279
87243,PULL,0.00026099832891424466
87243,FIELD,0.00026099832891424466
87224,RATE,0.00026094148804163173
87060,PERHAPS,0.00026045086156223585
87036,RAISE,0.0002603790625652511
86828,SHOW,0.0002597568045913831
86817,HARD,0.0002597238967177651
86473,EFFORT,0.00025869477776098345
86421,LATE,0.00025853921326751645
86231,DRUG,0.00025797080454138707
86184,PASS,0.0002578301981722919
85880,POLICE,0.0002569207442104849
85759,UP,0.0002565587576006867
85438,LEADER,0.00025559844601601546
85256,THEMSELVES,0.00025505397028888097
85152,MILITARY,0.000254742841301947
85084,POSSIBLE,0.0002545394108104902
84926,ALONG,0.00025406673408034046
84865,ARM,0.0002538842449630042
84845,SOMETIMES,0.00025382441246551686
84835,DEVELOP,0.00025379449621677324
84549,RELATIONSHIP,0.0002529388915027048
84536,HEART,0.000252900000379338
84443,PRICE,0.00025262177926602206
84035,DECIDE,0.00025140119631728106
83895,BETTER,0.00025098236883486994
83773,ACCORDING,0.0002506173906001974
83756,WHOLE,0.00025056653297733314
83743,SEASON,0.0002505276418539664
83677,STRONG,0.0002503301946122583
83601,WIFE,0.00025010283112180656
83174,REPORT,0.00024882540730045263
82973,MODEL,0.0002482240907007052
82942,VALUE,0.00024813135032959987
82930,LESS,0.0002480954508311075
82911,DIFFERENCE,0.00024803860995849453
82808,MIND,0.00024773047259643496
82429,DECISION,0.0002465966467690505
82090,FREE,0.0002455824859366407
81951,FINALLY,0.00024516665007910394
81826,FEDERAL,0.0002447926969698083
81812,RETURN,0.0002447508142215672
81610,INTERNATIONAL,0.0002441465059969454
81385,HOPE,0.00024347339040021323
81358,PLAYER,0.00024339261652860537
81338,VIEW,0.00024333278403111807
81192,SOCIETY,0.00024289600679946075
80987,ROAD,0.00024228272370021588
80895,SON,0.0002420074942117743
80797,EXPLAIN,0.0002417143149740865
80713,TAX,0.00024146301848463982
80609,JOIN,0.00024115188949770582
80476,DRIVE,0.00024075400338941525
80250,RECEIVE,0.00024007789616780872
80009,ACTION,0.0002393569145730867
79821,TOWN,0.00023879448909670602
79813,DIRECTOR,0.0002387705560977111
79513,CARRY,0.00023787306863540155
79310,BREAK,0.00023726576878590542
79299,TRUE,0.00023723286091228738
79087,EVEN,0.00023659863643892196
79026,OFFICIAL,0.00023641614732158568
78493,FORM,0.00023482161126354902
78487,BUILDING,0.00023480366151430284
78334,BETTER,0.00023434594290852495
77980,ACTIVITY,0.00023328690770299968
77921,WEAR,0.0002331104018354121
77547,FULL,0.00023199153413239952
77509,RECORD,0.00023187785238717364
77197,PICK,0.0002309444654263717
77124,POSITION,0.00023072607681054303
77116,BECAUSE,0.00023070214381154812
76753,AGREE,0.00022961618398215355
76594,DATA,0.00022914051562712947
76544,SUPPORT,0.0002289909343834112
76304,ESPECIALLY,0.00022827294441356356
75932,SITE,0.0002271600599602997
75887,BASE,0.00022702543684095328
75605,EARLY,0.00022618179862638228
75559,EVENT,0.00022604418388216148
75446,PROJECT,0.0002257061302713582
75395,SPACE,0.00022555355740276557
75383,PAPER,0.0002255176579042732
75298,SPECIAL,0.00022526336978995215
75228,TABLE,0.0002250539560487466
74914,WHOSE,0.0002241145858381959
74877,NEED,0.0002240038957178444
74871,COUPLE,0.00022398594596859822
74858,FIGURE,0.00022394705484523147
74713,GROUND,0.0002235132692384485
74559,CENTER,0.00022305255900779625
74534,EVERYONE,0.00022297776838593712
74386,OIL,0.00022253500790453108
74169,PRODUCE,0.00022188582530679383
74112,COURT,0.000221715302688955
73999,HIT,0.00022137724907815174
73842,MATTER,0.0002209075639728764
73745,PRACTICE,0.00022061737636006298
73695,STAR,0.00022046779511634472
73512,COST,0.00021992032776433588
73505,EAT,0.00021989938639021533
73099,END,0.00021868478669122304
73063,AMERICAN,0.0002185770881957459
73055,INDUSTRY,0.00021855315519675098
72668,TEACH,0.00021739539637037164
72603,SITUATION,0.0002172009407535379
72217,PATIENT,0.00021604617355203292
72216,IMAGE,0.00021604318192715855
71645,STREET,0.000214334964123896
71611,REPUBLICAN,0.0002142332488781676
71602,EASY,0.0002142063242542983
71599,PHONE,0.0002141973493796752
71390,WALL,0.00021357209978093287
71377,DESCRIBE,0.00021353320865756612
71093,ITSELF,0.00021268358719324642
70930,HALF,0.00021219595233872487
70883,PRODUCT,0.0002120553459696297
70685,RECENT,0.00021146300424450541
70051,NEWS,0.00020956631407415785
69966,QUITE,0.0002093120259598368
69962,WORKER,0.00020930005946033934
69870,TEST,0.00020902482997189775
69750,LAND,0.00020866583498697393
69565,TECHNOLOGY,0.00020811238438521635
69564,HAIR,0.00020810939276034199
69497,EITHER,0.00020790895389375953
69493,FACE,0.00020789698739426206
69446,DOCTOR,0.0002077563810251669
69431,SUPPORT,0.0002077115066520514
69387,MOVIE,0.00020757987515757935
69387,COVER,0.00020757987515757935
69229,PICTURE,0.00020710719842742965
68901,PIECE,0.00020612594546863785
68662,CLEAR,0.00020541094712366457
68481,TYPE,0.00020486946302140447
68303,WINDOW,0.00020433695379376747
68214,CATCH,0.00020407069917994895
68046,NORTH,0.0002035681062010556
67917,PERSONAL,0.0002031821865922625
67881,BABY,0.00020307448809678535
67495,LOVE,0.00020191972089528035
67399,COMPUTER,0.0002016325249073413
67278,ORGANIZATION,0.0002012705382975431
67228,CERTAIN,0.00020112095705382486
67218,OPEN,0.0002010910408050812
67128,CULTURE,0.00020082179456638833
67037,THIRD,0.00020054955670282108
66862,SOURCE,0.00020002602234980718
66724,FILM,0.00019961317811714477
66712,SIMPLY,0.0001995772786186524
66630,TREE,0.00019933196537895445
66232,STEP,0.0001981412986789571
66217,RED,0.0001980964243058416
66194,LOOK,0.0001980276169337312
65667,CENTURY,0.00019645103062494075
65360,EVIDENCE,0.00019553260178851062
65271,ATTENTION,0.0001952663471746921
65243,BILLION,0.0001951825816782099
65198,DRAW,0.00019504795855886345
64984,LISTEN,0.0001944077508357493
64860,NEARLY,0.000194036789351328
64534,PERIOD,0.00019306151964228494
64531,CAUSE,0.00019305254476766187
64348,CHOOSE,0.00019250507741565303
64172,CAMPAIGN,0.00019197855143776474
64139,ENERGY,0.0001918798278169107
64012,COURSE,0.0001914998914578663
63947,DIFFICULT,0.00019130543584103257
63489,CONDITION,0.0001899352716485733
63476,PLANT,0.00018989638052520656
63406,BROTHER,0.000189686966784001
63187,AVAILABLE,0.00018903180093651501
63168,SOON,0.00018897496006390206
63002,LIKELY,0.00018847835033475744
62999,POPULATION,0.00018846937546013434
62980,POINT,0.0001884125345875214
62962,TERM,0.00018835868533978282
62841,CONGRESS,0.00018799669872998463
62682,CHANCE,0.00018752103037496056
62625,BEHAVIOR,0.00018735050775712175
62503,SUMMER,0.0001869855295224492
62458,FLOOR,0.00018685090640310276
62440,MATERIAL,0.00018679705715536418
62422,OPPORTUNITY,0.00018674320790762562
62154,LESS,0.00018594145244129573
62071,ADMINISTRATION,0.00018569314757672342
61732,REALIZE,0.00018467898674431361
61397,SUBJECT,0.00018367679241140127
61266,HUNDRED,0.0001832848895528594
61252,CURRENT,0.00018324300680461832
61219,WELL,0.00018314428318376425
61062,RULE,0.0001826745980784889
60990,ECONOMY,0.0001824592010875346
60927,PLACE,0.0001822707287204496
60884,CLOSE,0.0001821420888508519
60630,SOUTH,0.00018138221613276314
60487,CHOICE,0.00018095441377572892
60451,SHORT,0.00018084671528025177
60442,INCREASE,0.0001808197906563825
60432,RISK,0.00018078987440763882
60424,DAUGHTER,0.0001807659414086439
60369,LETTER,0.00018060140204055383
60304,BED,0.00018040694642372008
60126,HUSBAND,0.00017987443719608308
60072,SINGLE,0.00017971288945286735
59909,PERFORMANCE,0.00017922525459834583
59739,CERTAINLY,0.00017871667836970374
59716,MYSELF,0.00017864787099759334
59701,DEFENSE,0.00017860299662447786
59543,CALL,0.00017813031989432815
59542,INVOLVE,0.00017812732826945379
59466,CHURCH,0.00017789996477900202
59432,PER,0.0001777982495332736
59424,MEDICAL,0.0001777743165342787
59386,FIRE,0.00017766063478905281
59006,SPORT,0.00017652381733679402
58992,BANK,0.0001764819345885529
58988,WRONG,0.00017646996808905546
58947,SIGNIFICANT,0.00017634731146920648
58914,SECURITY,0.00017624858784835243
58744,REPRESENT,0.00017574001161971034
58728,GOAL,0.0001756921456217205
58669,HOSPITAL,0.00017551563975413295
58495,SEEK,0.00017499509702599341
58436,BOARD,0.00017481859115840584
58307,THOUSAND,0.00017443267154961274
58300,AUTHOR,0.0001744117301754922
58274,ANYONE,0.0001743339479287587
58169,WEST,0.00017401982731695035
58020,FUTURE,0.00017357407521066993
57929,NATURE,0.00017330183734710268
57784,THROW,0.00017286805174031972
57743,TOP,0.00017274539512047077
57617,OFFICER,0.00017236845038630074
57612,FACTOR,0.00017235349226192893
57540,FOREIGN,0.00017213809527097463
57462,DEAL,0.00017190474853077413
57248,PRIVATE,0.00017126454080765999
57177,FOCUS,0.00017105213544158006
57039,THUS,0.00017063929120891765
57033,UPON,0.00017062134145967144
57029,REDUCE,0.000170609374960174
57025,NOTE,0.00017059740846067653
56978,COLOR,0.00017045680209158137
56954,AGENCY,0.0001703850030945966
56915,FILL,0.00017026832972449635
56886,FIGHT,0.00017018157260313978
56828,SOUND,0.00017000805836042657
56714,REST,0.00016966701312474896
56588,PAST,0.00016929006839057893
56483,ORDER,0.0001689759477787706
56454,QUICKLY,0.00016888919065741399
56448,DROP,0.0001688712409081678
56351,BLOOD,0.00016858105329535438
56342,RESPONSE,0.0001685541286714851
56201,MOVEMENT,0.0001681323095641996
56147,STORE,0.00016797076182098388
56103,PUSH,0.0001678391303265118
56022,SECOND,0.00016759680871168822
55992,RECENTLY,0.00016750705996545728
55940,COMMON,0.00016735149547199028
55937,PAGE,0.00016734252059736717
55901,SIMILAR,0.00016723482210189003
55829,PLAN,0.00016701942511093573
55799,LANGUAGE,0.00016692967636470476
55719,THAN,0.00016669034637475556
55608,BEFORE,0.000166358276013701
55526,NATURAL,0.00016611296277400307
55203,CONCERN,0.0001651466679395831
55174,FINE,0.0001650599108182265
55111,DEAD,0.0001648714384511415
54871,ARTICLE,0.00016415344848129385
54869,NEAR,0.00016414746523154511
54838,RACE,0.0001640547248604398
54765,PM,0.00016383633624461114
54738,INDIVIDUAL,0.00016375556237300327
54697,OK,0.00016363290575315432
54602,NO,0.0001633487013900896
54601,HOT,0.00016334570976521526
54549,SERIES,0.00016319014527174826
54479,ENTER,0.0001629807315305427
54372,OTHER,0.0001626606276689856
54353,ARTIST,0.00016260378679637267
54305,STOCK,0.00016246018880240314
54010,SHARE,0.0001615776594644654
53980,APPROACH,0.00016148791071823445
53859,FUND,0.00016112592410843626
53840,ANALYSIS,0.0001610690832358233
53820,POOR,0.000161009250738336
53727,DECADE,0.00016073102962502005
53663,EACH,0.00016053956563306067
53633,CUP,0.00016044981688682973
53542,RISE,0.00016017757902326248
53484,IDENTIFY,0.0001600040647805493
53477,USUALLY,0.00015998312340642873
53398,RESOURCE,0.0001597467850413539
53390,TREATMENT,0.00015972285204235898
53215,INDICATE,0.00015919931768934505
53127,ANIMAL,0.0001589360547004009
53038,SHOOT,0.00015866980008658242
53010,EAST,0.00015858603459010018
52915,HERSELF,0.0001583018302270355
52768,OCCUR,0.0001578620613705038
52685,EXACTLY,0.0001576137565059315
52501,CENTRAL,0.00015706329752904828
52347,DOG,0.00015660258729839605
52224,QUALITY,0.00015623461743884912
52130,DETERMINE,0.0001559534047006588
52101,CAREER,0.0001558666475793022
52067,SAVE,0.00015576493233357378
52011,SEVEN,0.00015559740134060934
52005,AWAY,0.00015557945159136314
51868,SIZE,0.0001551695989835751
51798,MEDIA,0.00015496018524236953
51669,HAPPY,0.00015457426563357643
51657,LIE,0.00015453836613508405
51526,DESPITE,0.0001541464632765422
51509,THOUGHT,0.000154095605653678
51476,ABILITY,0.00015399688203282394
51451,PHYSICAL,0.0001539220914109648
51322,ELECTION,0.0001535361718021717
51248,SCENE,0.00015331479156146868
51211,DISEASE,0.00015320410144111716
